data/Pointing04/Data01/Personne01/personne01100-90+0.jpg;personne01100;-90;+0
data/Pointing04/Data01/Personne01/personne01101-60-90.jpg;personne01101;-60;-90
data/Pointing04/Data01/Personne01/personne01102-60-75.jpg;personne01102;-60;-75
data/Pointing04/Data01/Personne01/personne01103-60-60.jpg;personne01103;-60;-60
data/Pointing04/Data01/Personne01/personne01104-60-45.jpg;personne01104;-60;-45
data/Pointing04/Data01/Personne01/personne01105-60-30.jpg;personne01105;-60;-30
data/Pointing04/Data01/Personne01/personne01106-60-15.jpg;personne01106;-60;-15
data/Pointing04/Data01/Personne01/personne01107-60+0.jpg;personne01107;-60;+0
data/Pointing04/Data01/Personne01/personne01108-60+15.jpg;personne01108;-60;+15
data/Pointing04/Data01/Personne01/personne01109-60+30.jpg;personne01109;-60;+30
data/Pointing04/Data01/Personne01/personne01110-60+45.jpg;personne01110;-60;+45
data/Pointing04/Data01/Personne01/personne01111-60+60.jpg;personne01111;-60;+60
data/Pointing04/Data01/Personne01/personne01112-60+75.jpg;personne01112;-60;+75
data/Pointing04/Data01/Personne01/personne01113-60+90.jpg;personne01113;-60;+90
data/Pointing04/Data01/Personne01/personne01114-30-90.jpg;personne01114;-30;-90
data/Pointing04/Data01/Personne01/personne01115-30-75.jpg;personne01115;-30;-75
data/Pointing04/Data01/Personne01/personne01116-30-60.jpg;personne01116;-30;-60
data/Pointing04/Data01/Personne01/personne01117-30-45.jpg;personne01117;-30;-45
data/Pointing04/Data01/Personne01/personne01118-30-30.jpg;personne01118;-30;-30
data/Pointing04/Data01/Personne01/personne01119-30-15.jpg;personne01119;-30;-15
data/Pointing04/Data01/Personne01/personne01120-30+0.jpg;personne01120;-30;+0
data/Pointing04/Data01/Personne01/personne01121-30+15.jpg;personne01121;-30;+15
data/Pointing04/Data01/Personne01/personne01122-30+30.jpg;personne01122;-30;+30
data/Pointing04/Data01/Personne01/personne01123-30+45.jpg;personne01123;-30;+45
data/Pointing04/Data01/Personne01/personne01124-30+60.jpg;personne01124;-30;+60
data/Pointing04/Data01/Personne01/personne01125-30+75.jpg;personne01125;-30;+75
data/Pointing04/Data01/Personne01/personne01126-30+90.jpg;personne01126;-30;+90
data/Pointing04/Data01/Personne01/personne01127-15-90.jpg;personne01127;-15;-90
data/Pointing04/Data01/Personne01/personne01128-15-75.jpg;personne01128;-15;-75
data/Pointing04/Data01/Personne01/personne01129-15-60.jpg;personne01129;-15;-60
data/Pointing04/Data01/Personne01/personne01130-15-45.jpg;personne01130;-15;-45
data/Pointing04/Data01/Personne01/personne01131-15-30.jpg;personne01131;-15;-30
data/Pointing04/Data01/Personne01/personne01132-15-15.jpg;personne01132;-15;-15
data/Pointing04/Data01/Personne01/personne01133-15+0.jpg;personne01133;-15;+0
data/Pointing04/Data01/Personne01/personne01134-15+15.jpg;personne01134;-15;+15
data/Pointing04/Data01/Personne01/personne01135-15+30.jpg;personne01135;-15;+30
data/Pointing04/Data01/Personne01/personne01136-15+45.jpg;personne01136;-15;+45
data/Pointing04/Data01/Personne01/personne01137-15+60.jpg;personne01137;-15;+60
data/Pointing04/Data01/Personne01/personne01138-15+75.jpg;personne01138;-15;+75
data/Pointing04/Data01/Personne01/personne01139-15+90.jpg;personne01139;-15;+90
data/Pointing04/Data01/Personne01/personne01140+0-90.jpg;personne01140;+0;-90
data/Pointing04/Data01/Personne01/personne01141+0-75.jpg;personne01141;+0;-75
data/Pointing04/Data01/Personne01/personne01142+0-60.jpg;personne01142;+0;-60
data/Pointing04/Data01/Personne01/personne01143+0-45.jpg;personne01143;+0;-45
data/Pointing04/Data01/Personne01/personne01144+0-30.jpg;personne01144;+0;-30
data/Pointing04/Data01/Personne01/personne01145+0-15.jpg;personne01145;+0;-15
data/Pointing04/Data01/Personne01/personne01146+0+0.jpg;personne01146;+0;+0
data/Pointing04/Data01/Personne01/personne01147+0+15.jpg;personne01147;+0;+15
data/Pointing04/Data01/Personne01/personne01148+0+30.jpg;personne01148;+0;+30
data/Pointing04/Data01/Personne01/personne01149+0+45.jpg;personne01149;+0;+45
data/Pointing04/Data01/Personne01/personne01150+0+60.jpg;personne01150;+0;+60
data/Pointing04/Data01/Personne01/personne01151+0+75.jpg;personne01151;+0;+75
data/Pointing04/Data01/Personne01/personne01152+0+90.jpg;personne01152;+0;+90
data/Pointing04/Data01/Personne01/personne01153+15-90.jpg;personne01153;+15;-90
data/Pointing04/Data01/Personne01/personne01154+15-75.jpg;personne01154;+15;-75
data/Pointing04/Data01/Personne01/personne01155+15-60.jpg;personne01155;+15;-60
data/Pointing04/Data01/Personne01/personne01156+15-45.jpg;personne01156;+15;-45
data/Pointing04/Data01/Personne01/personne01157+15-30.jpg;personne01157;+15;-30
data/Pointing04/Data01/Personne01/personne01158+15-15.jpg;personne01158;+15;-15
data/Pointing04/Data01/Personne01/personne01159+15+0.jpg;personne01159;+15;+0
data/Pointing04/Data01/Personne01/personne01160+15+15.jpg;personne01160;+15;+15
data/Pointing04/Data01/Personne01/personne01161+15+30.jpg;personne01161;+15;+30
data/Pointing04/Data01/Personne01/personne01162+15+45.jpg;personne01162;+15;+45
data/Pointing04/Data01/Personne01/personne01163+15+60.jpg;personne01163;+15;+60
data/Pointing04/Data01/Personne01/personne01164+15+75.jpg;personne01164;+15;+75
data/Pointing04/Data01/Personne01/personne01165+15+90.jpg;personne01165;+15;+90
data/Pointing04/Data01/Personne01/personne01166+30-90.jpg;personne01166;+30;-90
data/Pointing04/Data01/Personne01/personne01167+30-75.jpg;personne01167;+30;-75
data/Pointing04/Data01/Personne01/personne01168+30-60.jpg;personne01168;+30;-60
data/Pointing04/Data01/Personne01/personne01169+30-45.jpg;personne01169;+30;-45
data/Pointing04/Data01/Personne01/personne01170+30-30.jpg;personne01170;+30;-30
data/Pointing04/Data01/Personne01/personne01171+30-15.jpg;personne01171;+30;-15
data/Pointing04/Data01/Personne01/personne01172+30+0.jpg;personne01172;+30;+0
data/Pointing04/Data01/Personne01/personne01173+30+15.jpg;personne01173;+30;+15
data/Pointing04/Data01/Personne01/personne01174+30+30.jpg;personne01174;+30;+30
data/Pointing04/Data01/Personne01/personne01175+30+45.jpg;personne01175;+30;+45
data/Pointing04/Data01/Personne01/personne01176+30+60.jpg;personne01176;+30;+60
data/Pointing04/Data01/Personne01/personne01177+30+75.jpg;personne01177;+30;+75
data/Pointing04/Data01/Personne01/personne01178+30+90.jpg;personne01178;+30;+90
data/Pointing04/Data01/Personne01/personne01179+60-90.jpg;personne01179;+60;-90
data/Pointing04/Data01/Personne01/personne01180+60-75.jpg;personne01180;+60;-75
data/Pointing04/Data01/Personne01/personne01181+60-60.jpg;personne01181;+60;-60
data/Pointing04/Data01/Personne01/personne01182+60-45.jpg;personne01182;+60;-45
data/Pointing04/Data01/Personne01/personne01183+60-30.jpg;personne01183;+60;-30
data/Pointing04/Data01/Personne01/personne01184+60-15.jpg;personne01184;+60;-15
data/Pointing04/Data01/Personne01/personne01185+60+0.jpg;personne01185;+60;+0
data/Pointing04/Data01/Personne01/personne01186+60+15.jpg;personne01186;+60;+15
data/Pointing04/Data01/Personne01/personne01187+60+30.jpg;personne01187;+60;+30
data/Pointing04/Data01/Personne01/personne01188+60+45.jpg;personne01188;+60;+45
data/Pointing04/Data01/Personne01/personne01189+60+60.jpg;personne01189;+60;+60
data/Pointing04/Data01/Personne01/personne01190+60+75.jpg;personne01190;+60;+75
data/Pointing04/Data01/Personne01/personne01191+60+90.jpg;personne01191;+60;+90
data/Pointing04/Data01/Personne01/personne01192+90+0.jpg;personne01192;+90;+0
data/Pointing04/Data01/Personne02/personne02100-90+0.jpg;personne02100;-90;+0
data/Pointing04/Data01/Personne02/personne02101-60-90.jpg;personne02101;-60;-90
data/Pointing04/Data01/Personne02/personne02102-60-75.jpg;personne02102;-60;-75
data/Pointing04/Data01/Personne02/personne02103-60-60.jpg;personne02103;-60;-60
data/Pointing04/Data01/Personne02/personne02104-60-45.jpg;personne02104;-60;-45
data/Pointing04/Data01/Personne02/personne02105-60-30.jpg;personne02105;-60;-30
data/Pointing04/Data01/Personne02/personne02106-60-15.jpg;personne02106;-60;-15
data/Pointing04/Data01/Personne02/personne02107-60+0.jpg;personne02107;-60;+0
data/Pointing04/Data01/Personne02/personne02108-60+15.jpg;personne02108;-60;+15
data/Pointing04/Data01/Personne02/personne02109-60+30.jpg;personne02109;-60;+30
data/Pointing04/Data01/Personne02/personne02110-60+45.jpg;personne02110;-60;+45
data/Pointing04/Data01/Personne02/personne02111-60+60.jpg;personne02111;-60;+60
data/Pointing04/Data01/Personne02/personne02112-60+75.jpg;personne02112;-60;+75
data/Pointing04/Data01/Personne02/personne02113-60+90.jpg;personne02113;-60;+90
data/Pointing04/Data01/Personne02/personne02114-30-90.jpg;personne02114;-30;-90
data/Pointing04/Data01/Personne02/personne02115-30-75.jpg;personne02115;-30;-75
data/Pointing04/Data01/Personne02/personne02116-30-60.jpg;personne02116;-30;-60
data/Pointing04/Data01/Personne02/personne02117-30-45.jpg;personne02117;-30;-45
data/Pointing04/Data01/Personne02/personne02118-30-30.jpg;personne02118;-30;-30
data/Pointing04/Data01/Personne02/personne02119-30-15.jpg;personne02119;-30;-15
data/Pointing04/Data01/Personne02/personne02120-30+0.jpg;personne02120;-30;+0
data/Pointing04/Data01/Personne02/personne02121-30+15.jpg;personne02121;-30;+15
data/Pointing04/Data01/Personne02/personne02122-30+30.jpg;personne02122;-30;+30
data/Pointing04/Data01/Personne02/personne02123-30+45.jpg;personne02123;-30;+45
data/Pointing04/Data01/Personne02/personne02124-30+60.jpg;personne02124;-30;+60
data/Pointing04/Data01/Personne02/personne02125-30+75.jpg;personne02125;-30;+75
data/Pointing04/Data01/Personne02/personne02126-30+90.jpg;personne02126;-30;+90
data/Pointing04/Data01/Personne02/personne02127-15-90.jpg;personne02127;-15;-90
data/Pointing04/Data01/Personne02/personne02128-15-75.jpg;personne02128;-15;-75
data/Pointing04/Data01/Personne02/personne02129-15-60.jpg;personne02129;-15;-60
data/Pointing04/Data01/Personne02/personne02130-15-45.jpg;personne02130;-15;-45
data/Pointing04/Data01/Personne02/personne02131-15-30.jpg;personne02131;-15;-30
data/Pointing04/Data01/Personne02/personne02132-15-15.jpg;personne02132;-15;-15
data/Pointing04/Data01/Personne02/personne02133-15+0.jpg;personne02133;-15;+0
data/Pointing04/Data01/Personne02/personne02134-15+15.jpg;personne02134;-15;+15
data/Pointing04/Data01/Personne02/personne02135-15+30.jpg;personne02135;-15;+30
data/Pointing04/Data01/Personne02/personne02136-15+45.jpg;personne02136;-15;+45
data/Pointing04/Data01/Personne02/personne02137-15+60.jpg;personne02137;-15;+60
data/Pointing04/Data01/Personne02/personne02138-15+75.jpg;personne02138;-15;+75
data/Pointing04/Data01/Personne02/personne02139-15+90.jpg;personne02139;-15;+90
data/Pointing04/Data01/Personne02/personne02140+0-90.jpg;personne02140;+0;-90
data/Pointing04/Data01/Personne02/personne02141+0-75.jpg;personne02141;+0;-75
data/Pointing04/Data01/Personne02/personne02142+0-60.jpg;personne02142;+0;-60
data/Pointing04/Data01/Personne02/personne02143+0-45.jpg;personne02143;+0;-45
data/Pointing04/Data01/Personne02/personne02144+0-30.jpg;personne02144;+0;-30
data/Pointing04/Data01/Personne02/personne02145+0-15.jpg;personne02145;+0;-15
data/Pointing04/Data01/Personne02/personne02146+0+0.jpg;personne02146;+0;+0
data/Pointing04/Data01/Personne02/personne02147+0+15.jpg;personne02147;+0;+15
data/Pointing04/Data01/Personne02/personne02148+0+30.jpg;personne02148;+0;+30
data/Pointing04/Data01/Personne02/personne02149+0+45.jpg;personne02149;+0;+45
data/Pointing04/Data01/Personne02/personne02150+0+60.jpg;personne02150;+0;+60
data/Pointing04/Data01/Personne02/personne02151+0+75.jpg;personne02151;+0;+75
data/Pointing04/Data01/Personne02/personne02152+0+90.jpg;personne02152;+0;+90
data/Pointing04/Data01/Personne02/personne02153+15-90.jpg;personne02153;+15;-90
data/Pointing04/Data01/Personne02/personne02154+15-75.jpg;personne02154;+15;-75
data/Pointing04/Data01/Personne02/personne02155+15-60.jpg;personne02155;+15;-60
data/Pointing04/Data01/Personne02/personne02156+15-45.jpg;personne02156;+15;-45
data/Pointing04/Data01/Personne02/personne02157+15-30.jpg;personne02157;+15;-30
data/Pointing04/Data01/Personne02/personne02158+15-15.jpg;personne02158;+15;-15
data/Pointing04/Data01/Personne02/personne02159+15+0.jpg;personne02159;+15;+0
